City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
467,sysert',56.4953,60.8192,8.58,86,5,1.99,RU,1732664087
468,almeirim,-1.5233,-52.5817,77.94,74,97,3.51,BR,1732664088
469,melfort,52.8667,-104.6177,-7.47,84,28,2.3,CA,1732664088
470,akhaltsikhe,41.639,42.9826,33.19,97,100,4.74,GE,1732664088
471,sumberpucung,-8.1586,112.4829,78.42,84,56,1.54,ID,1732664088
472,fredericton,45.9454,-66.6656,39.36,96,75,6.91,CA,1732663809
473,alakurtti,66.9672,30.3491,21.07,96,32,3.42,RU,1732664088
474,wauseon,41.5492,-84.1416,37.08,72,0,11.5,US,1732663874
475,pons,45.5799,-0.5478,46.35,93,0,3.44,FR,1732664089
476,lisala,2.15,21.5167,71.08,85,100,2.55,CD,1732664089
477,tavda,58.0425,65.2726,23.68,84,5,5.5,RU,1732664089
478,tindouf,27.6711,-8.1474,68.45,30,0,5.75,DZ,1732664089
479,moramanga,-18.9333,48.2,61.38,98,22,0.63,MG,1732664149
480,luena,-11.7833,19.9167,62.92,93,91,3.31,AO,1732664149
481,sihanoukville,10.6093,103.5296,76.95,83,20,3.44,KH,1732664149
482,vyazemskiy,47.5378,134.7525,29.3,77,100,8.5,RU,1732664149
483,gbadolite,4.2833,21.0167,70.83,62,83,1.9,CD,1732664150
484,letlhakeng,-24.0944,25.0298,76.23,47,50,8.41,BW,1732664150
485,polyarnyy,69.1989,33.4478,23.74,79,58,16.91,RU,1732664150
486,inga,-7.2808,-35.6044,73.13,80,71,5.01,BR,1732664150
487,sola,-13.8833,167.55,82.35,76,70,8.46,VU,1732664150
488,greenville,35.6127,-77.3663,59.14,99,100,0.0,US,1732664024
489,argo,37.6333,22.7333,49.89,69,7,3.94,GR,1732664150
490,kuhmo,64.1333,29.5167,37.44,97,100,6.73,FI,1732664150
491,stephenville,32.2207,-98.2023,60.93,47,0,5.75,US,1732664150
492,nueva gerona,21.8833,-82.8,77.36,79,1,12.71,CU,1732664150
493,vorkuta,67.5,64.0,33.62,98,100,24.23,RU,1732664150
494,alhama de granada,37.0069,-3.9896,52.36,86,99,4.07,ES,1732664151
495,osh,40.5151,72.8083,38.05,65,2,6.71,KG,1732664151
496,bangor,54.6534,-5.669,34.09,100,7,2.3,GB,1732664151
497,zemetchino,53.4973,42.6163,24.55,91,9,2.64,RU,1732664151
498,boden,65.8252,21.6886,21.42,94,9,3.27,SE,1732664151
499,bafq,31.6128,55.4107,64.09,41,43,10.98,IR,1732664151
500,tucumcari,35.1717,-103.725,66.04,32,0,27.63,US,1732664151
501,rudbar,30.15,62.6,62.6,31,5,0.96,AF,1732664151
502,porto seguro,-16.4497,-39.0647,77.52,83,75,8.05,BR,1732663922
503,villa emilio carranza,19.9667,-96.6,72.97,81,4,1.72,MX,1732664151
504,kargasok,59.0556,80.8572,28.44,67,99,13.94,RU,1732664152
505,jaguarari,-10.2639,-40.1958,70.11,86,95,5.46,BR,1732663983
506,alamosa,37.4695,-105.87,48.18,49,100,18.41,US,1732664152
507,avanigadda,16.0215,80.9181,70.95,78,95,4.52,IN,1732664152
508,narvik,68.4384,17.4272,31.26,76,99,9.6,NO,1732664152
509,bundaberg,-24.85,152.35,82.04,66,27,9.91,AU,1732664152
510,igarka,67.4667,86.5833,24.4,93,100,12.73,RU,1732664152
511,hadibu,12.65,54.0333,77.59,69,48,9.6,YE,1732664152
512,port moresby,-9.4431,147.1797,87.22,70,40,3.44,PG,1732664152
513,arawa,-6.2132,155.5367,79.56,91,100,5.3,PG,1732664152
514,sabinopolis,-18.6661,-43.0839,66.31,85,96,3.4,BR,1732664153
515,myeik,12.4333,98.6,77.86,80,100,5.23,MM,1732664153
516,magadan,59.5667,150.8,11.08,60,0,5.75,RU,1732664153
517,belton,38.812,-94.5319,42.8,59,0,6.91,US,1732664153
518,ambalangoda,6.2355,80.0538,79.99,87,100,21.34,LK,1732664153
519,maturin,9.75,-63.1767,82.24,100,9,6.91,VE,1732663910
520,ugep,5.8086,8.0812,71.85,83,14,3.31,NG,1732664153
521,maceio,-9.6658,-35.7353,76.44,88,0,5.75,BR,1732664048
522,tokar,18.4254,37.729,79.5,75,60,12.91,SD,1732664153
523,praia da vitoria,38.7333,-27.0667,70.05,78,75,28.05,PT,1732664153
524,bady bassitt,-20.9181,-49.4453,88.0,33,20,2.3,BR,1732664153
525,dawson creek,55.7666,-120.2362,17.24,67,100,8.05,CA,1732664153
526,ylitornio,66.3089,23.6773,14.95,94,12,2.93,FI,1732664214
527,wuhu,31.3366,118.3755,45.19,53,4,14.79,CN,1732664214
528,amol,36.4696,52.3507,57.6,80,100,1.83,IR,1732664214
529,businga,3.3333,20.8833,70.68,81,87,2.3,CD,1732664214
530,yoichi,43.2039,140.7703,46.87,90,99,4.16,JP,1732664214
531,iquique,-20.2208,-70.1431,64.44,83,94,2.08,CL,1732664103
532,keren,15.7778,38.4581,69.13,66,9,0.69,ER,1732664214
533,mazar-e sharif,36.709,67.1109,55.49,37,0,2.46,AF,1732664215
534,estacion coahuila,32.1939,-115.0017,75.24,28,100,3.49,MX,1732664215
535,jiangyou,31.7667,104.7167,44.02,76,97,3.2,CN,1732664215
536,cill airne,52.05,-9.5167,36.64,91,7,2.59,IE,1732664215
537,necochea,-38.5473,-58.7368,63.0,90,57,1.92,AR,1732664013
538,qarazhal,48.0078,70.7903,22.8,79,1,7.43,KZ,1732664215
539,tarazona,41.9,-1.7333,44.53,72,86,1.86,ES,1732664215
540,torghay,49.6339,63.4981,28.96,74,0,7.2,KZ,1732664216
541,dzhambeyty,50.2536,52.595,31.55,75,5,8.43,KZ,1732664216
542,yaren,-0.5472,166.916,83.03,76,79,17.34,NR,1732664216
543,dazuocun,24.8862,118.9643,61.29,68,28,20.0,CN,1732664216
544,cachoeira do sul,-30.0392,-52.8939,71.94,78,100,2.24,BR,1732664216
545,nikol'sk,53.7189,46.0712,27.27,74,6,4.97,RU,1732664216
546,enterprise,36.0252,-115.2419,68.54,48,75,19.57,US,1732664216
547,christchurch,-43.5333,172.6333,68.32,75,100,18.99,NZ,1732663922
548,chos malal,-37.3781,-70.2709,63.32,29,1,11.41,AR,1732664217
549,la libertad,-2.2333,-80.9,73.06,83,40,11.43,EC,1732664217
550,espiye,40.9479,38.7115,43.9,77,96,8.99,TR,1732664217
551,usinsk,65.9939,57.5281,34.95,100,100,25.19,RU,1732664217
552,kemijarvi,66.7131,27.4306,24.35,97,29,1.34,FI,1732664217
553,amahai,-3.3333,128.9167,84.09,71,95,0.16,ID,1732664217
554,carnarvon,-24.8667,113.6333,79.27,29,1,20.6,AU,1732664007
555,hami,42.8,93.45,19.9,72,4,4.32,CN,1732664217
556,jaguaruna,-28.615,-49.0256,70.5,97,100,6.13,BR,1732664217
557,dundee,56.5,-2.9667,36.52,90,75,2.3,GB,1732664217
558,xiva,41.3783,60.3639,45.09,38,0,10.27,UZ,1732664218
559,alotau,-10.3069,150.4462,88.48,61,20,5.95,PG,1732664218
560,turkmenbasy,40.0222,52.9552,50.77,57,0,6.91,TM,1732664218
561,bugul'ma,54.55,52.8,23.34,78,32,1.21,RU,1732664218
562,kiama,-34.6833,150.8667,88.38,52,89,10.33,AU,1732664218
563,parkes,-33.1333,148.1833,80.35,48,100,6.29,AU,1732664218
564,siwa oasis,29.2041,25.5195,56.35,57,1,6.78,EG,1732664218
565,cabinda,-5.55,12.2,76.03,92,100,4.38,AO,1732664218
566,khandyga,62.6667,135.6,-16.49,98,96,1.95,RU,1732664219
567,newman,37.3138,-121.0208,59.04,77,100,1.99,US,1732664219
568,ishigaki,24.3448,124.1572,66.33,72,20,13.8,JP,1732664219
569,lauro de freitas,-12.8944,-38.3272,77.02,88,75,6.91,BR,1732663966
570,pakosc,52.8018,18.0853,39.97,100,32,6.93,PL,1732664219
571,san pedro pochutla,15.7333,-96.4667,83.91,85,0,3.62,MX,1732664219
572,baharly,38.4362,57.4316,57.43,46,10,6.85,TM,1732664220
573,tofol,5.3248,163.0078,78.58,89,100,2.3,FM,1732664280
574,sinabang,2.4803,96.3801,77.18,89,100,5.32,ID,1732664280
575,guli,28.8833,120.0333,46.31,71,4,1.99,CN,1732664280
576,piti village,13.4626,144.6933,86.05,78,40,18.41,GU,1732664280
577,flying fish cove,-10.4217,105.6791,82.18,76,72,2.39,CX,1732664280
578,wajir,1.7471,40.0573,80.08,73,55,13.69,KE,1732664280
579,cabo san lucas,22.8909,-109.9124,80.91,62,0,11.5,MX,1732664280
580,wagini,12.6878,7.1958,65.25,30,37,10.89,NG,1732664280
581,zaozersk,69.4005,32.4476,21.63,82,66,13.98,RU,1732664280
582,ponta delgada,37.7333,-25.6667,68.72,94,75,20.71,PT,1732664281
583,vredendal,-31.6683,18.5012,56.34,88,12,6.33,ZA,1732664281
584,duncan,34.5023,-97.9578,55.29,41,0,10.36,US,1732664281
585,callao,-12.0667,-77.15,66.49,82,75,12.66,PE,1732664206
